2018 SOC Code,2018 SOC Direct Match Title
19-1032,Land Management Forester
19-1032,Operations Forester
19-1032,Resource Forester
19-1032,Service Forester
19-1032,Timber Management Specialist
19-1032,Urban Forester
19-1041,Clinical Epidemiologist
19-1041,Communicable Disease Specialist
19-1041,Environmental Epidemiologist
19-1041,Epidemiology Investigator
19-1041,Malariologist
19-1041,Medical Epidemiologist
19-1041,Pharmacoepidemiologist
19-1042,Cancer Researcher
19-1042,Clinical Pharmacologist
19-1042,Gerontologist
19-1042,Histopathologist
19-1042,Immunochemist
19-1042,Industrial Pharmacist
19-1042,Medical Health Researcher
19-1042,Medical Research Scientist
19-1042,Medical Scientist
19-1042,Neuroscientist
19-1042,Pharmacologist
19-1042,Serologist
19-1042,Toxicologist
19-1099,Life Science Taxonomist
19-2011,Astrophysicist
19-2011,Cosmologist
19-2011,Extragalactic Astronomer
19-2011,Galactic Astronomer
19-2011,High-energy Astrophysicist
19-2011,Optical Astronomer
19-2011,Planetary Astronomer
19-2011,Radio Astronomer
19-2011,Solar Astronomer
19-2011,Stellar Astronomer
19-2011,Theoretical Astronomer
19-2012,Computational Physicist
19-2012,Condensed Matter Physicist
19-2012,Fluid Dynamicist
19-2012,Health Physicist
19-2012,Mathematical Physicist
19-2012,Medical Physicist
19-2012,Molecular Physicist
19-2012,Nuclear Physicist
19-2012,Optical Scientist
19-2012,Plasma Physicist
19-2012,Research Physicist
19-2012,Rheologist
19-2012,Thermodynamic Physicist
19-2012,Thermodynamicist
19-2021,Atmospheric Chemist
19-2021,Atmospheric Scientist
19-2021,Climatologist
19-2021,Hurricane Tracker
19-2021,Meteorologist
19-2021,Oceanographic Meteorologist
19-2021,Space Scientist
19-2021,Storm Chaser
19-2021,Tornado Chaser
19-2021,Warning Coordination Meteorologist
19-2021,Weather Analyst
19-2021,Weather Forecaster
19-2021,Weatherman
19-2031,Agricultural Chemist
19-2031,Analytical Chemist
19-2031,Bench Chemist
19-2031,Food Chemist
19-2031,Formulary Chemist
19-2031,Industrial Chemist
19-2031,Inorganic Chemist
19-2031,Laboratory Chemist
19-2031,Nuclear Chemist
19-2031,Organic Chemist
19-2031,Quality Control Chemist
19-2031,Research and Development Chemist
19-2032,Metal Alloy Scientist
19-2032,Plastics Scientist
19-2041,Ecological Modeler
19-2041,Environmental Analyst
19-2041,Environmental Scientist
19-2041,Hazardous Substances Scientist
19-2041,Health Environmentalist
19-2041,Water Pollution Scientist
19-2041,Water Quality Analyst
19-2042,Crystallographer
19-2042,Development Geologist
19-2042,Environmental Geologist
19-2042,Exploration Geologist
19-2042,Geochemist
19-2042,Geodesist
19-2042,Geologist
19-2042,Geomagnetist
19-2042,Geophysicist
19-2042,Geoscientist
19-2042,Mine Geologist
19-2042,Mineralogist
19-2042,Mining Production Geologist
19-2042,Oceanographer
19-2042,Oceanologist
19-2042,Paleontologist
19-2042,Petroleum Geologist
19-2042,Petrologist
19-2042,Research Geologist
19-2042,Sedimentationist
19-2042,Seismologist
19-2042,Stratigrapher
19-2042,Volcanologist
19-2043,Hydrogeologist
19-2043,Isotope Hydrologist
19-2043,Surface Hydrologist
19-3011,Agricultural Economist
19-3011,Econometrician
19-3011,Economic Development Specialist
19-3011,Economic Research Analyst
19-3011,Environmental Economist
19-3011,Industrial Economist
19-3011,Labor Economist
19-3011,Price Economist
19-3011,Social Economist
19-3011,Tax Economist
19-3011,Trade Economist
19-3022,Pollster
19-3022,Survey Methodologist
19-3022,Survey Questionnaire Designer
19-3032,Engineering Psychologist
19-3032,Human Resources Psychologist
19-3032,I/O Psychologist
19-3032,Industrial Psychologist
19-3032,Management Psychologist
19-3032,Organizational Psychologist
19-3032,Organizational Research Consultant
19-3032,Personnel Research Psychologist
19-3033,Eating Disorder Psychologists
19-3033,Geropsychologists
19-3034,Educational Psychologists
19-3039,Developmental Psychologist
19-3039,Experimental Psychologist
19-3039,Forensic Psychologist
19-3039,Neuropsychologist
19-3039,Psychotherapist
19-3039,Rehabilitation Psychologist
19-3039,Social Psychologist
19-3039,Sports Psychologist
19-3041,Criminologist
19-3041,Family Sociologist
19-3041,Penologist
19-3041,Rural Sociologist
19-3041,Urban Sociologist
19-3051,City Planner
19-3051,Community Development Planner
19-3051,Regional Planner
19-3051,Urban Planner
19-3091,Anthropologist
19-3091,Applied Anthropologist
19-3091,Archaeologist
19-3091,Ethnoarchaeologist
19-3091,Medical Anthropologist
19-3091,Physical Anthropologist
19-3091,Political Anthropologist
19-3091,Research Anthropologist
19-3091,Research Archaeologist
19-3092,Biogeographer
19-3092,Economic Geographer
19-3092,Geomorphologist
19-3092,GIS Geographer
19-3092,Glaciologist
19-3092,Physical Geographer
19-3092,Political Geographer
19-3093,Genealogist
19-3093,Historiographer
19-3093,Protohistorian
19-3094,Government Affairs Researcher
19-3094,Government Affairs Specialist
19-3094,Local Governance and Citizen Participation Specialist
19-3094,Political Consultant
19-3094,Political Research Scientist
19-3094,Political Researcher
19-3099,Behavioral Scientist
19-3099,Demographer
19-3099,Ethnologist
19-3099,Etymologist
19-3099,Linguist
19-3099,Philologist
19-3099,Social Scientist
19-4012,Agronomy Technician
19-4012,Artificial Breeding Technician
19-4012,Cotton Program Technician
19-4012,Feed Mill Lab Technician
19-4012,Feed Research Technician
19-4012,Seed Analyst
19-4012,Sugarcane Research Technician
19-4012,Weed Science Research Technician
19-4013,Flavor Technician
19-4013,Food Quality Control Technician
19-4013,Food Quality Technician
19-4021,Bacteriology Technician
19-4021,Biochemistry Technician
19-4021,Biology Laboratory Assistant
19-4021,Marine Fisheries Technician
19-4021,Microbiology Technician
19-4021,Wildlife Technician
19-4031,Assayer
19-4031,Chemical Laboratory Technician
19-4031,Inorganic Chemical Technician
19-4042,Air Quality Technician
19-4042,Certified Indoor Environmentalist
19-4042,Environmental Science Technician
19-4042,Infectious Waste Technician
19-4042,Pollution Control Technician
19-4042,Public Health Sanitarian Technician
19-4042,Radon Inspector
19-4043,Crude Tester
19-4043,Geological Sample Tester
19-4043,Geophysical Prospector
19-4043,Magnetometer Operator
19-4043,Mineral Technologist
19-4043,Mining Technician
19-4043,Mud Logger
19-4043,Petroleum Technician
19-4043,Seismic Interpreter
19-4043,Seismic Observer
19-4043,Seismograph Operator
19-4044,Groundwater Monitoring Technician
19-4051,Nuclear Monitoring Technician
19-4051,Radiation Protection Technician
19-4051,Radiochemical Technician
19-4061,City Planning Aide
19-4061,Economic Research Assistant
19-4061,Economist Research Assistant
19-4061,Historian Research Assistant
19-4061,Political Science Research Assistant
19-4061,Psychologist Research Assistant
19-4061,Sociology Research Assistant
19-4071,Forest Technician
19-4071,Forestry Aide
19-4071,Forestry Technician
19-4071,Natural Resources Technician
19-4071,Soil Conservation Technician
19-4071,Timber Management Technician
19-4092,Ballistic Technician
19-4092,Ballistician
19-4092,Ballistics Expert
19-4092,Crime Lab Technician
19-4092,Crime Scene Technician
19-4092,Criminalist Technician
19-4092,Fingerprint Expert
19-4092,Forensic Analyst
19-4092,Handwriting Expert
19-4092,Trace Evidence Technician
19-4092,Wildlife Forensic Geneticist
19-4099,Meteorological Aide
19-4099,Polygraph Examiner
19-5011,Certified Industrial Hygienist
19-5011,Certified Professional Ergonomist
19-5011,Environmental Health Sanitarian
19-5011,Health and Safety Inspector
19-5011,Industrial Hygienist
19-5011,Industrial Safety and Health Specialist
19-5011,Occupational Safety and Health Inspector
19-5011,Radiological Health Specialist
19-5012,CHST
19-5012,Construction Health and Safety Technician
19-5012,Environmental Health Technologist
19-5012,Ergonomics Technician
19-5012,Occupational Health and Safety Technologist
19-5012,Occupational Health and Safety Technologist (OHST)
21-1011,Addiction Counselor
21-1011,Addiction Therapist
21-1011,Alcohol and Drug Counselor
21-1011,Certified Abuse and Drug Addiction Counselor
21-1011,Certified Alcohol and Drug Counselor
21-1011,Chemical Dependency Counselor
21-1011,Drug Abuse Counselor
21-1011,Drug Counselor
21-1011,Substance Abuse Counselor
21-1012,Admissions Counselor
21-1012,Career Counselor
21-1012,Career Technical Counselor
21-1012,Education Counselor
21-1012,Guidance Counselor
21-1012,International Student Counselor
21-1012,School Adjustment Counselor
21-1012,School Guidance Counselor
21-1012,Student Advisor
21-1012,Student Development Advisor
21-1012,Student Services Counselor
21-1012,Student Success Counselor
21-1012,Study Abroad Advisor
21-1012,Vocational Adviser
21-1013,Child and Family Counselor
21-1013,Couples Therapist
21-1013,Family Counselor
21-1013,Family Therapist
21-1013,Marriage Counselor
21-1013,Marriage Therapist
21-1013,Relationship Counselor
21-1014,Clinical Mental Health Counselor
21-1014,Licensed Clinical Mental Health Counselor
21-1014,Licensed Clinical Mental Health Counselor (LCMHC)
21-1014,Licensed Mental Health Counselor
21-1014,Licensed Mental Health Counselor (LMHC)
21-1015,Certified Rehabilitation Counselor
21-1015,Coordinator of Rehabilitation Services
21-1015,Psychosocial Rehabilitation Counselor
21-1015,Veterans Rehabilitation Counselor
21-1015,Vocational Rehabilitation Counselor
21-1015,Vocational Rehabilitation Job Coach
21-1019,AIDS Counselor
21-1019,Anger Control Counselor
21-1019,Grief Counselor
21-1019,HIV Counselor
21-1019,Sexual Assault Counselor
21-1021,C-CYFSW
21-1021,"Certified Children, Youth, and Family Social Worker"
21-1021,Child Abuse Worker
21-1021,Child and Family Services Worker
21-1021,Child Protective Services Social Worker
21-1021,Child Protective Services Specialist
21-1021,Child Welfare Social Worker
21-1021,Child Welfare Worker
21-1021,Family Preservation Caseworker
21-1021,Family Preservation Worker
21-1021,Family Service Caseworker
21-1021,Foster Care Social Worker
21-1021,Foster Care Worker
21-1021,School Social Worker
21-1022,AIDS Social Worker
21-1022,Certified Social Workers In Health Care
21-1022,C-SWHC
21-1022,Hospice Home Care Social Worker
21-1022,Hospice Social Worker
21-1022,Hospital Social Worker
21-1022,Medical Social Worker
21-1022,Neonatal Social Worker
21-1022,Nephrology Social Worker
21-1022,Oncology Social Worker
21-1022,Pediatric Social Worker
21-1022,Public Health Social Worker
21-1022,Renal Social Worker
21-1023,Community Mental Health Social Worker
21-1023,Drug Abuse Social Worker
21-1023,Psychiatric Social Worker
21-1023,Psychotherapist Social Worker
21-1029,Adult Protective Service Social Worker
21-1029,Criminal Justice Social Worker
21-1029,Forensic Social Worker
21-1029,Sexual Assault Social Worker
21-1091,Certified Diabetes Educator
21-1091,Certified Health Education Specialist
21-1091,Community Health Education Coordinator
21-1091,Diabetes Educator
21-1091,Health Educator
21-1091,Public Health Educator
21-1092,Correctional Treatment Specialist
21-1092,Juvenile Probation Officer
21-1092,Parole Agent
21-1092,Parole Officer
21-1092,Probation Officer
21-1093,Addictions Counselor Assistant
21-1093,Case Work Aide
21-1093,Clinical Social Work Aide
21-1093,Family Service Assistant
21-1093,Human Services Worker
21-1093,Social Work Assistant
21-1094,CHW
21-1094,Community Health Advisor
21-1094,Community Health Representative
21-1094,Lay Health Advocate
21-1094,Peer Health Promoter
21-1094,Promotor(a)
21-1099,Community Organization Worker
21-1099,Veterans Service Officer
21-2011,Cantor
21-2011,Children's Pastor
21-2011,College Chaplain
21-2011,Hebrew Cantor
21-2011,Hospital Chaplain
21-2011,Imam
21-2011,Minister
21-2011,Parish Priest
21-2011,Pastor
21-2011,Priest
21-2011,Rabbi
21-2011,Reverend
21-2011,Vicar
21-2011,Youth Pastor
21-2021,Campus Ministry Director
21-2021,Christian Education Minister
21-2021,Education Minister
21-2021,Parish Religious Education Director
21-2021,Religious Activities Director
21-2021,Religious Education Coordinator
21-2021,Religious Education Director
21-2021,Student Ministries Director
21-2021,Youth Ministry Director
21-2099,Buddhist Monk
21-2099,Christian Science Nurse
21-2099,Missionary
21-2099,Mohel
21-2099,Nun
21-2099,Pastoral Worker
21-2099,Prior
21-2099,Sacristan
21-2099,Sunday School Missionary
21-2099,Traveling Missionary
21-2099,Verger
23-1011,Agency Legal Counsel
23-1011,Assistant Attorney General
23-1011,Assistant Corporation Counsel
23-1011,Assistant Counsel
23-1011,Associate Attorney
23-1011,Attorney
23-1011,Attorney At Law
23-1011,Attorney General
23-1011,Brief Writer
23-1011,City Attorney
23-1011,Civil Lawyer
23-1011,Commonwealth Attorney
23-1011,Corporate Attorney
23-1011,Corporate Counsel
23-1011,Corporate Counselor
23-1011,County Attorney
23-1011,Defense Attorney
23-1011,Deputy Attorney General
23-1011,Deputy Chief Counsel
23-1011,District Attorney
23-1011,Environmental Attorney
23-1011,Estate Conservator
23-1011,General Counsel
23-1011,Insurance Attorney
23-1011,Legal Counsel
23-1011,Probate Lawyer
23-1011,Prosecutor
23-1011,Public Defender
23-1011,Real Estate Attorney
23-1011,Sports Attorney
23-1011,Tax Attorney
23-1011,Trial Attorney
23-1011,Trial Lawyer
23-1012,Judicial Clerk
23-1021,Appeals Examiner
23-1021,Appeals Referee
23-1021,Appellate Conferee
23-1021,Hearing Examiner
23-1021,Hearing Officer
23-1021,Justice of The Peace
23-1021,Traffic Court Referee
23-1022,Alternative Dispute Resolution Coordinator
23-1022,Mediation Commissioner
23-1022,Ombudsman
23-1023,Administrative Court Justice
23-1023,Circuit Court Judge
23-1023,County Court Judge
23-1023,Criminal Court Judge
23-1023,District Court Judge
23-1023,Jurist
23-1023,Justice
23-1023,Probate Judge
23-1023,Trial Court Judge
23-1023,Tribal Judge
23-2011,Assistant Paralegal
23-2011,Legal Aide
23-2011,Legal Assistant
23-2011,Paralegal
23-2011,Summer Associate
23-2093,Abstract Searcher
23-2093,Abstract Writer
23-2093,Advisory Title Officer
23-2093,Escrow Officer
23-2093,Land Title Examiner
23-2093,Lease Examiner
23-2093,Lien Searcher
23-2093,Title Agent
23-2093,Title Checker
23-2093,Title Examiner
23-2093,Title Inspector
23-2093,Title Investigator
23-2093,Title Officer
23-2093,Title Searcher
23-2099,Legal Technician
25-1011,Accounting Professor
25-1011,Banking and Finance Instructor
25-1011,Business Administration Professor
25-1011,Finance Professor
25-1011,Management Professor
25-1011,Marketing Instructor
25-1011,Marketing Professor
25-1021,C++ Professor
25-1021,Computer Information Systems Professor
25-1021,Computer Programming Professor
25-1021,Information Systems Professor
25-1021,Information Technology Professor
25-1021,IT Professor
25-1021,Java Programming Professor
25-1022,Actuarial Science Professor
25-1022,Biostatistics Professor
25-1022,Calculus Professor
25-1022,Geometry Professor
25-1022,Mathematics Professor
25-1022,Statistical Methods Professor
25-1022,Statistics Professor
25-1022,Topology Professor
25-1031,Architectural Design Professor
25-1031,Architecture Professor
25-1031,Interior Design Professor
25-1031,Landscape Architecture Professor
25-1032,Aeronautical Engineering Professor
25-1032,Ceramic Engineering Professor
25-1032,Chemical Engineering Professor
